-1.000000000000000000e+00,-8.532433453662170043e-09,-7.825595599627150187e-09,0.000000000000000000e+00,-0.000000000000000000e+00,-1.599831272561656676e-08,-1.467299174930090495e-08
-9.999978038281271964e-01,6.339081250191365459e-06,4.338122083586022897e-06,4.527002409099353646e-12,1.195183183545239621e-11,-8.543270903398036051e-06,-3.317684627220741917e-07
-9.999912153221552913e-01,2.538213128841344148e-05,1.737455491554113006e-05,7.345343160167814840e-11,1.900893980644579340e-10,-3.412460745523900372e-05,-1.285659877269323089e-06
-9.999802345110231361e-01,5.712169081436035717e-05,3.909765612915819575e-05,3.726714591305153097e-10,9.612157521767487419e-10,-7.675772989925633467e-05,-2.883374579398063985e-06
-9.999648614429623716e-01,1.015590864256511353e-04,6.950096197886711095e-05,1.178195977011979408e-09,3.036536800268931052e-09,-1.364397148525431532e-04,-5.136777931779325563e-06
-9.999450961854965403e-01,1.586966408299545850e-04,1.085752883723027586e-04,2.875450803325525671e-09,7.411464482616838463e-09,-2.131656119904592008e-04,-8.062652415276418802e-06
-9.999209388254417519e-01,2.285371189537993228e-04,1.563087678154905446e-04,5.958253586266729833e-09,1.536531941236317529e-08,-3.069294977659811586e-04,-1.168254652617643607e-05
-9.998923894689052405e-01,3.110841581777411334e-04,2.126870951428934061e-04,1.102755811897632658e-08,2.846096669216762880e-08,-4.177236882276211586e-04,-1.602220886560661701e-05
-9.998594482412856976e-01,4.063417112922833242e-04,2.776928930431409124e-04,1.878986997050827461e-08,4.854435876488042881e-08,-5.455398073093925635e-04,-2.111264932353566488e-05
-9.998221152872722728e-01,5.143146210111909124e-04,3.513064318400511998e-04,3.005542619497379947e-08,7.774404255073667120e-08,-6.903677377934228174e-04,-2.698863777746396184e-05
-9.997803907708440185e-01,6.350085839080511991e-04,4.335045815812777945e-04,4.573605253367640730e-08,1.184704800507748562e-07,-8.521957214234845718e-04,-3.369049402519871077e-05
-9.997342748752695574e-01,7.684298599762195200e-04,5.242619024709374315e-04,6.684276389445010206e-08,1.734153604989223678e-07,-1.031010940303483687e-03,-4.126184518309180432e-05
-9.996837678031056384e-01,9.145854153890290404e-04,6.235494765022742050e-04,9.448312592680328410e-08,2.455508216345021490e-07,-1.226799290360050228e-03,-4.975159527158962825e-05
-9.996288697761966935e-01,1.073483310379447480e-03,7.313357270682651354e-04,1.298582651091697411e-07,3.381285481609111646e-07,-1.439544699513272460e-03,-5.921214435924348026e-05
-9.995695810356738376e-01,1.245132113591762655e-03,8.475856592106073084e-04,1.742597291774336788e-07,4.546787552878928164e-07,-1.669230275523829292e-03,-6.970054611419045001e-05
